word
a
ada
adalah
adl
agar
agr
aj
aja
ak
akan
aku
alih
anda
andaikan
apalagi
apl
aplg
aplgi
aplikasi
aplksi
app
aq
asal
asalkan
asl
aslkn
atau
b
bahkan
bahkn
bahwa
begini
begitu
beliau
bgni
bgtu
bhkan
bhkn
bhw
bhwa
biar
biarpun
bila
bisa
bs
bukalapak
c
cs
d
daku
dan
dapat
dari
daripada
demi
dengan
dg
dgn
di
dia
dikau
dll
dn
dpat
dpt
dr
drpd
e
engkau
f
facebook
g
game
gem
gojek
grab
gua
gue
guna
guwe
gw
h
hanya
hey
hingga
hngga
i
ia
ialah
ibarat
in
ingin
ini
instagram
it
itu
iya
j
jadi
jangankan
jg
jika
jikalau
juga
k
kadang
kalau
kali
kalian
kami
kamu
kan
karena
kau
kdg
kdng
kecuali
kemudian
kendati
kendatipun
kepada
ketika
kita
kl
klo
km
kmd
kmdian
kmu
kn
kode
kok
kpd
kpda
krn
krna
ktk
ktka
l
lagi
lagipula
lah
lain
laksana
lalu
lbh
lbih
lebih
lg
lh
loe
lu
m
malah
malahan
manakala
mau
mb
melainkan
melakukan
mereka
mu
n
namun
nmn
nmun
nya
o
oleh
or
orang
org
out
p
pada
padahal
pd
pdhal
pdhl
pun
q
r
s
saja
sama
sambil
sampai
sangat
saya
sbab
sbb
sbg
sbgi
sblm
sblum
sdg
sdngkan
sdngkn
seakan
seandainya
sebab
sebagai
sebagaimana
sebaliknya
sebelum
sedangkan
sedari
sehabis
sehingga
sejak
sekalian
sekalipun
sekiranya
selagi
selama
selanjutnya
selesai
semenjak
sementara
semoga
seolah
seperti
seraya
serta
sesudah
setelah
seusai
sewaktu
shg
shgga
shngga
si
sih
sj
sjak
sjk
slama
slma
slsai
sm
smbil
smbl
smentara
smentra
smg
smga
smntra
smoga
smpai
sngat
sprt
sprti
spy
spya
srta
ssdh
stlah
stlh
sungguhpun
supaya
sy
sya
t
tambah
tambh
tanpa
tapi
tatkala
tb
tb2
tbtb
terus
tetapi
tiba
tiba-tiba
tmbah
tmbh
tnpa
tokopedia
tp
tpi
trs
trus
ttpi
twitter
u
udah
udh
umpamanya
untuk
v
w
walau
walaupun
woi
woy
x
y
ya
yaitu
yakni
yang
yg
z
ovo
ku
gmn
gimana
kok
ko
fb
akun
lo
sering
utk
knapa
kenapa
knp
tokopedia
knpa
gojek
grab
guwe
gwe
terimakasih
spt
lain
laen
mlh
mlah
is
the
ntr
ntar
entar
ea
yah
dalam
pada
nge
pengguna
video
videomax
videonya
vidio
vidiomax
vot
vs
wa
wae
wah
waktu
waktunya
waku
warna
waw
weeeww
wey
whassapp
whatsap
whatsapp
whatsapp
whatsup
wi
widget
wiffi
wifi
wkwk
wkwkwk
word
worldnya
wow
wuy
xiaomi
xioami
xperia
yaa
yaaa
yak
yamg
yb
yh
yha
you
youtube
yuuggjggjyggyhgg
zenfone
abc
ah
ahh
ahhh
airnya
aitem
ajh
ajha
ala
alamatnya
alasan
album
alias
alqurab
alquran
alur
amat
an
anak
anati
android
animasi
anime
animenya
apilkasi
apk
apknya
aplihasi
aplikasih
aplikasiny
aplikasinya
aplikasinyaa
apliksi
aplilasinya
aplks
aplnya
applikasih
applikasinya
appnya
are
bang
bangaet
bangat
banget
bangett
bangettt
bangetttt
bangget
bintang
bintangnya
bngt
bngtt
bnyak
bnyk
bob
bos
br
bro
broo
brosur
browser
brti
bru
cameranya
canal
candy
cant
capctha
cara
caranya
carolinshe
catur
ccd
cenderung
champion
champions
chanel
chroma
chrome
city
ckckck
clannya
clans
clash
clasico
coc
cocnya
cocok
cod
code
cok
coment
computer
cuman
cuy
da
daahhh
dadu
daerah
dah
dak
dalem
dana
dapet
dasel
data
dawn
dawnload
dc
de
deehh
deh
dehh
denpasar
derastis
desember
developer
dlu
dnga
doang
doank
ke
ni
agak
sekali
skli
sekali
agk
